name,url,address,phone,score,number ratings
AC Hotel Arezzo,www.marriott.com/hotels/travel/qzoar-ac-hotel-arezzo/,"Via Einstein, 4,Arezzo,Arezzo,52100,Italy,",+39-0575-382287,3.8 ,26
AC Hotel Torino,www.marriott.com/hotels/travel/trnto-ac-hotel-torino/,"Via Bisalta 11,Turin,10126,Italy,",+39-011-6395091,4.4 ,41
MOXY Milan Malpensa Airport,www.marriott.com/hotels/travel/milox-moxy-milan-malpensa-airport/,"Milan Malpensa Airport, Terminal 2,Somma Lombardo,Varese,21010,Italy,",+39-02-94757100,4.5 ,193
The Hague Marriott Hotel,www.marriott.com/hotels/travel/rtmmc-the-hague-marriott-hotel/,"Johan de Wittlaan 30,The Hague,2517 JR,Netherlands,",+31-70-3525354,4.3 ,87
"Boscolo Venezia, Autograph Collection",www.marriott.com/hotels/travel/vceak-boscolo-venezia-autograph-collection/,"Fond. Madonna dell'Orto 3500,Venice,30121,Italy,",+39-041-2208111,4.6 ,260
Rome Marriott Grand Hotel Flora,www.marriott.com/hotels/travel/romdt-rome-marriott-grand-hotel-flora/,"Via Vittorio Veneto, 191,Rome,00187,Italy,",+39-06-489929,4.4 ,216
Rome Marriott Park Hotel,www.marriott.com/hotels/travel/romau-rome-marriott-park-hotel/,"via Colonnello Tommaso Masala, 54,Rome,00148,Italy,",+39-06-658821,4.1 ,284
Courtyard Rome Central Park,www.marriott.com/hotels/travel/romcp-courtyard-rome-central-park/,"Via Giuseppe Moscati 7,Rome,00168,Italy,",+39-06-355741,4.2 ,191
AC Hotel Padova,www.marriott.com/hotels/travel/qpapa-ac-hotel-padova/,"Via Prima Strada, 1,Padua,Padua,35129,Italy,",+39-049-777077,4.0 ,54
Renaissance Naples Hotel Mediterraneo,www.marriott.com/hotels/travel/napbr-renaissance-naples-hotel-mediterraneo/,"Via Ponte di Tappia 25,Naples,80133,Italy,",+39-081-7970001,4.3 ,147
"Boscolo Milano, Autograph Collection",www.marriott.com/hotels/travel/milex-boscolo-milano-autograph-collection/,"Corso Matteotti 4/6,Milan,20121,Italy,",+39-02-77679611,4.1 ,186
Milan Marriott Hotel,www.marriott.com/hotels/travel/milit-milan-marriott-hotel/,"Via Washington, 66,Milan,20146,Italy,",+39-02-48521,3.9 ,129
Courtyard Venice Airport,www.marriott.com/hotels/travel/vcecy-courtyard-venice-airport/,"Via Triestina 170,Venice Tessera,30173,Italy,",+39-041-5416 567,4.3 ,200
AC Hotel Firenze,www.marriott.com/hotels/travel/flrfi-ac-hotel-firenze/,"Via Luciano Bausi, 5,Firenze,Florence,50144,Italy,",+39-055-3120111,3.8 ,71
AC Hotel Genova,www.marriott.com/hotels/travel/goage-ac-hotel-genova/,"Corso Europa, 1075,Genoa,Genoa,16148,Italy,",+39-010-3071180,3.9 ,31
Rotterdam Marriott Hotel,www.marriott.com/hotels/travel/rtmmn-rotterdam-marriott-hotel/,"Weena 686,Rotterdam,3012 CN,Netherlands,",+31-10-430 2000,4.4 ,28
Renaissance Tuscany Il Ciocco Resort & Spa,www.marriott.com/hotels/travel/lcvbr-renaissance-tuscany-il-ciocco-resort-and-spa/,"Via Giovanni Pascoli, Castelvecchio Pascoli,Barga,Lucca,55051,Italy,",+39-0583-7691,4.6 ,159
AC Hotel Pisa,www.marriott.com/hotels/travel/psaps-ac-hotel-pisa/,"Via delle Torri, 20,Pisa,Pisa,56124,Italy,",+39-050-575395,3.9 ,23
"Boscolo Exedra Roma, Autograph Collection",www.marriott.com/hotels/travel/romex-boscolo-exedra-roma-autograph-collection/,"Piazza della Repubblica 47,Rome,00185,Italy,",+39-06-489381,4.5 ,281
Renaissance Amsterdam Hotel,www.marriott.com/hotels/travel/amsrd-renaissance-amsterdam-hotel/,"Kattengat 1,Amsterdam,1012 SZ,Netherlands,",+31-20-621 2223,4.3 ,303
Courtyard Amsterdam Airport,www.marriott.com/hotels/travel/amscy-courtyard-amsterdam-airport/,"Bosweg 15,Hoofddorp,2131 LX,Netherlands,",+31-23-5569000,4.2 ,137
Amsterdam Marriott Hotel,www.marriott.com/hotels/travel/amsnt-amsterdam-marriott-hotel/,"Stadhouderskade 12,Amsterdam,1054 ES,Netherlands,",+31-20-6075555,4.4 ,268
"Hotel Nassau Breda, Autograph Collection",www.marriott.com/hotels/travel/glzak-hotel-nassau-breda-autograph-collection/,"Nieuwstraat 21-25,Breda,4811 WV,Netherlands,",+31-76-888 4921,4.7 ,16
Courtyard St. Petersburg Vasilievsky,www.marriott.com/hotels/travel/ledcy-courtyard-st-petersburg-vasilievsky/,"2 line of Vasilievsky Island 61/30,St. Petersburg,199178,Russian Federation,",+7-812-380 40 11,4.4 ,89
Renaissance St. Petersburg Baltic Hotel,www.marriott.com/hotels/travel/ledbr-renaissance-st-petersburg-baltic-hotel/,"Pochtamtskaya Str. 4,St. Petersburg,190000,Russian Federation,",+7-812-3804000,4.5 ,85
Courtyard St. Petersburg Center West/Pushkin Hotel,www.marriott.com/hotels/travel/ledgr-courtyard-st-petersburg-center-west-pushkin-hotel/,"166 Griboedov's Canal, via 33 Kanonerskaya Street,St. Petersburg,190121,Russian Federation,",+7-812-6105000,4.4 ,71
AC Hotel Milano,www.marriott.com/hotels/travel/milmi-ac-hotel-milano/,"Via Tazzoli 2,Milan,Milan,20154,Italy,",+39-02-20424211,4.2 ,91
AC Hotel Vicenza,www.marriott.com/hotels/travel/vicvi-ac-hotel-vicenza/,"S.S. Padana Superiore verso Verona, n.60,Vicenza,Vicenza,36100,Italy,",+39-0444-523611,4.0 ,50
AC Hotel Brescia,www.marriott.com/hotels/travel/vbsbr-ac-hotel-brescia/,"Via Giulio Quinto Stefana, 3,Brescia,Brescia,25126,Italy,",+39-030-2405511,4.3 ,27
Renaissance Samara Hotel,www.marriott.com/hotels/travel/kufbr-renaissance-samara-hotel/,"Novo-Sadovaya St. 162 V,Samara,443011,Russian Federation,",+7-846-2778340,4.1 ,31
"Hotel Van Oranje, Autograph Collection",www.marriott.com/hotels/travel/amsak-hotel-van-oranje-autograph-collection/,"Koningin Wilhelmina Boulevard 20,Noordwijk,2202 GV,Netherlands,",+31-71-3676869,4.4 ,103
Nizhny Novgorod Marriott Hotel Kremlin,www.marriott.com/hotels/travel/gojmc-nizhny-novgorod-marriott-hotel-kremlin/,"Teatralnaya Square 1,Nizhny Novgorod,603005,Russian Federation,",,,
AC Hotel Bologna,www.marriott.com/hotels/travel/blqbo-ac-hotel-bologna/,"Via Sebastiano Serlio 28,Bologna,Bologna,40128,Italy,",+39-051-377 246,4.0 ,45
Moscow Marriott Tverskaya Hotel,www.marriott.com/hotels/travel/mowtv-moscow-marriott-tverskaya-hotel/,"34 1st Tverskaya - Yamskaya,Moscow,125047,Russian Federation,",+7-495-258-3000,4.5 ,80
Moscow Marriott Royal Aurora Hotel,www.marriott.com/hotels/travel/mowdt-moscow-marriott-royal-aurora-hotel/,"Petrovka St-Bld 11,Moscow,107031,Russian Federation,",+7-495-937-1000,4.7 ,111
Courtyard Nizhny Novgorod City Center,www.marriott.com/hotels/travel/gojcy-courtyard-nizhny-novgorod-city-center/,"Ilinskaya Street 46,Nizhny Novgorod,603109,Russian Federation,",+7-831-200 99 00,4.4 ,20
Renaissance Moscow Monarch Centre Hotel,www.marriott.com/hotels/travel/mowbr-renaissance-moscow-monarch-centre-hotel/,"31A bld.1 Leningradsky prospect,Moscow,125284,Russian Federation,",+7-495-995 0009,4.5 ,86
Moscow Marriott Grand Hotel,www.marriott.com/hotels/travel/mowgr-moscow-marriott-grand-hotel/,"26/1 Tverskaya Street,Moscow,125009,Russian Federation,",+7-495-9370000,4.5 ,102
Sochi Marriott Krasnaya Polyana Hotel,www.marriott.com/hotels/travel/aermc-sochi-marriott-krasnaya-polyana-hotel/,"1 Vremena Goda Emb, Krasnaya Polyana,Sochi,354392,Russian Federation,",+7-862-2455350,4.5 ,131
Warsaw Marriott Hotel,www.marriott.com/hotels/travel/wawpl-warsaw-marriott-hotel/,"Al. Jerozolimskie 65/79,Warsaw,00-697,Poland,",+48-22-6306306,4.5 ,289
Moscow Marriott Hotel Novy Arbat,www.marriott.com/hotels/travel/mowna-moscow-marriott-hotel-novy-arbat/,"32 Novy Arbat Street,Moscow,121099,Russian Federation,",+7-495-734-7000,4.2 ,45
Courtyard Moscow City Center,www.marriott.com/hotels/travel/mowcy-courtyard-moscow-city-center/,"7 Voznesenskiy Pereulok,Moscow,125009,Russian Federation,",+7-495-9813300,4.5 ,122
Novosibirsk Marriott Hotel,www.marriott.com/hotels/travel/ovbmc-novosibirsk-marriott-hotel/,"Ordzhonikidze Street 31,Novosibirsk,630099,Russian Federation,",+7-383-2300300,4.6 ,80
Courtyard Moscow Paveletskaya,www.marriott.com/hotels/travel/mowpv-courtyard-moscow-paveletskaya/,"Kozhevnicheskaya Str 8 Bld.3,Moscow,115114,Russian Federation,",+7-495-2877722,4.5 ,93
Courtyard Warsaw Airport,www.marriott.com/hotels/travel/wawcy-courtyard-warsaw-airport/,"1 Zwirki i Wigury Street,Warsaw,00906,Poland,",+48-22-6500100,4.4 ,196
Courtyard Gdynia Waterfront,www.marriott.com/hotels/travel/gdncy-courtyard-gdynia-waterfront/,"ul. Jerzego Waszyngtona 19,Gdynia,81-342,Poland,",+48-58-743 0700,4.5 ,100
Skopje Marriott Hotel,www.marriott.com/hotels/travel/skpmc-skopje-marriott-hotel/,"Plostad Makedonija 7(Entrance from str. Maksim Gorki),Skopje,1000,Macedonia,",+389-2-510-2510,4.5 ,31
Renaissance Barcelona Hotel,www.marriott.com/hotels/travel/bcndm-renaissance-barcelona-hotel/,"Pau Claris, 122,Barcelona,Barcelona,08009,Spain,",+34-93-2723810,4.4 ,238
AC Hotel Porto,www.marriott.com/hotels/travel/opopo-ac-hotel-porto/,"Rua Jaime Brasil, 40,Porto,4350-005,Portugal,",+351-225-072650,4.2 ,100
AC Hotel Burgos,www.marriott.com/hotels/travel/rgsbu-ac-hotel-burgos/,"Paseo de la Audiencia 7 (formerly Avenida de la Isla 7),Burgos,Burgos,09003,Spain,",+34-947-257966,4.3 ,224
AC Hotel Cordoba,www.marriott.com/hotels/travel/odbco-ac-hotel-cordoba/,"Avda. de la Libertad, 24,Cordoba,Cordoba,14006,Spain,",+34-957-768 380,4.3 ,202
Lisbon Marriott Hotel,www.marriott.com/hotels/travel/lispt-lisbon-marriott-hotel/,"Avenida dos Combatentes 45,Lisbon,1600-042,Portugal,",+351-21-7235400,4.3 ,251
"Cotton House Hotel, Autograph Collection",www.marriott.com/hotels/travel/bcnak-cotton-house-hotel-autograph-collection/,"Gran Via de les Corts Catalanes, 670,Barcelona,Barcelona,08010,Spain,",+34-93-4505045,4.7 ,161
AC Hotel Irla,www.marriott.com/hotels/travel/bcnir-ac-hotel-irla/,"C/ Calvet, 40-42,Barcelona,Barcelona,08021,Spain,",+34-93-2416210,4.1 ,95
Renaissance Barcelona Fira Hotel,www.marriott.com/hotels/travel/bcnrf-renaissance-barcelona-fira-hotel/,"Plaza Europa, 50-52, L'Hospitalet de Llobregat,Barcelona,Barcelona,08902,Spain,",+34-93-2618000,4.6 ,246
AC Hotel Barcelona Forum,www.marriott.com/hotels/travel/bcnfo-ac-hotel-barcelona-forum/,"Paseo Taulat 278,Barcelona,08019,Spain,",+34-93-489-8200,4.1 ,235
"AC Baqueira Ski Resort, Autograph Collection",www.marriott.com/hotels/travel/ildba-ac-baqueira-ski-resort-autograph-collection/,"Avenida Perimetral s/n, Urb Val de Ruda,Baqueira,25598,Spain,",+34-973-645 961,4.3 ,52
AC Hotel Badajoz,www.marriott.com/hotels/travel/bjzba-ac-hotel-badajoz/,"Avenida de Elvas s/n,Badajoz,Badajoz,06006,Spain,",+34-924-286 247,4.2 ,179
AC Hotel Sants,www.marriott.com/hotels/travel/bcnsa-ac-hotel-sants/,"Passeig de Sant Antoni, 36-40,Barcelona,Barcelona,08014,Spain,",+34-93-4324512,4.0 ,133
AC Hotel Diagonal L´Illa,www.marriott.com/hotels/travel/bcndl-ac-hotel-diagonal-l´illa/,"Avinguda Diagonal 555,Barcelona,08029,Spain,",+34-93-4942500,4.5 ,76
AC Hotel Alicante,www.marriott.com/hotels/travel/alcal-ac-hotel-alicante/,"Avda. de Elche, 3,Alicante,Alicante,03008,Spain,",+34-96-5120178,4.2 ,242
AC Hotel Alcala de Henares,www.marriott.com/hotels/travel/madal-ac-hotel-alcala-de-henares/,"Octavio Paz, 25,Alcala de Henares,Madrid,28805,Spain,",+34-91-8023970,4.0 ,104
"The Glasshouse, Autograph Collection",www.marriott.com/hotels/travel/ediak-the-glasshouse-autograph-collection/,"2 Greenside Place,Edinburgh,Scotland,EH1 3AA,United Kingdom,",+44-131-5258200,4.2 ,176
AC Hotel Almeria,www.marriott.com/hotels/travel/leial-ac-hotel-almeria/,"Plaza de las Flores, 5,Almeria,Almeria,04001,Spain,",+34-950-234999,4.2 ,165
Breadsall Priory Marriott Hotel & Country Club,www.marriott.com/hotels/travel/emags-breadsall-priory-marriott-hotel-and-country-club/,"Moor Road, Morley,Derby,England,DE7 6DL,United Kingdom,",+44-1332-832235,4.2 ,98
Cardiff Marriott Hotel,www.marriott.com/hotels/travel/cwldt-cardiff-marriott-hotel/,"Mill Lane,Cardiff,Wales,CF10 1EZ,United Kingdom,",+44-2920-399 944,4.2 ,153
Cheshunt Marriott Hotel,www.marriott.com/hotels/travel/stnch-cheshunt-marriott-hotel/,"Halfhide Lane Turnford,Broxbourne,England,EN10 6NG,United Kingdom,",+44-199-2451245,4.1 ,100
AC Hotel A Coruna,www.marriott.com/hotels/travel/lcgco-ac-hotel-a-coruna/,"Enrique Marinas , 34,A Coruna,A Coruna,15009,Spain,",+34-981-175490,4.4 ,144
AC Hotel Algeciras,www.marriott.com/hotels/travel/aeial-ac-hotel-algeciras/,"Ctra. del Rinconcillo esq. C/ Hnos.Portilla,Algeciras,Cadiz,11204,Spain,",+34-956-635060,4.4 ,145
Bristol Marriott Hotel City Centre,www.marriott.com/hotels/travel/brsdt-bristol-marriott-hotel-city-centre/,"2 Lower Castle Street, Old Market,Bristol,England,BS1 3AD,United Kingdom,",+44-117-929 4281,4.2 ,137
Bristol Marriott Royal Hotel,www.marriott.com/hotels/travel/brsry-bristol-marriott-royal-hotel/,"College Green,Bristol,England,BS1 5TA,United Kingdom,",+44-117-9255 100,4.4 ,192
MOXY Aberdeen Airport,www.marriott.com/hotels/travel/abzox-moxy-aberdeen-airport/,"Argyll Way, Aberdeen Airport,Dyce,Scotland,AB21 0BY,United Kingdom,",+44-1224-545095,4.8 ,12
Hollins Hall Marriott Hotel & Country Club,www.marriott.com/hotels/travel/lbags-hollins-hall-marriott-hotel-and-country-club/,"Hollins Hill, Baildon, Shipley,Bradford,England,BD17 7QW,United Kingdom,",+44-1274-530053,4.3 ,123
AC Hotel Zaragoza Los Enlaces,www.marriott.com/hotels/travel/zazen-ac-hotel-zaragoza-los-enlaces/,"Pilar Miro, 1,Zaragoza,Zaragoza,50012,Spain,",+34-976-489222,4.3 ,88
AC Hotel Coslada Aeropuerto,www.marriott.com/hotels/travel/madco-ac-hotel-coslada-aeropuerto/,"Calle Rejas,Madrid,Madrid,28022,Spain,",+34-91-7462730,4.0 ,220
AC Hotel Zamora,www.marriott.com/hotels/travel/slmza-ac-hotel-zamora/,"Avda Principe de Asturias, 43,Zamora,Zamora,49029,Spain,",+34-980-557940,4.1 ,62
AC Hotel Carlton Madrid,www.marriott.com/hotels/travel/madca-ac-hotel-carlton-madrid/,"Paseo de la Delicias 26,Madrid,Madrid,28045,Spain,",+34-91-5397100,4.3 ,203
Durham Marriott Hotel Royal County,www.marriott.com/hotels/travel/xvudm-durham-marriott-hotel-royal-county/,"Old Elvet,Durham,England,DH1 3JN,United Kingdom,",+44-191-3866821,4.3 ,125
Bournemouth Highcliff Marriott Hotel,www.marriott.com/hotels/travel/bohbm-bournemouth-highcliff-marriott-hotel/,"105 St. Michael's Road,Bournemouth,England,BH2 5DU,United Kingdom,",+44-1202-557702,3.9 ,125
St. Pierre Marriott Hotel & Country Club,www.marriott.com/hotels/travel/cwlgs-st-pierre-marriott-hotel-and-country-club/,"St Pierre Park,Chepstow,Wales,NP16 6YA,United Kingdom,",+44-1291-625 261,4.2 ,123
AC Hotel Ciudad de Pamplona,www.marriott.com/hotels/travel/pnaac-ac-hotel-ciudad-de-pamplona/,"Iturrama, 21,Pamplona,Navarre,31007,Spain,",+34-948-266 011,4.3 ,142
AC Hotel Ciutat de Palma,www.marriott.com/hotels/travel/pmima-ac-hotel-ciutat-de-palma/,"Pza. Puente, 3,Palma de Mallorca,Balearic Islands,07014,Spain,",+34-971-222300,4.0 ,93
AC Hotel Ponferrada,www.marriott.com/hotels/travel/lenpo-ac-hotel-ponferrada/,"Avda. Astorga , 2,Ponferrada,Leon,24400,Spain,",+34-987-409973,4.3 ,131
Marriott's Marbella Beach Resort,www.marriott.com/hotels/travel/agpmb-marriotts-marbella-beach-resort/,"Crta. de Cadiz, KM 193, Urb. Marbella del Este,Marbella,Malaga,29604,Spain,",+34-95-276-9600,,
AC Hotel Oviedo Forum,www.marriott.com/hotels/travel/ovdfo-ac-hotel-oviedo-forum/,"Plaza de los Ferroviarios 1,Oviedo,33003,Spain,",+34-985-965488,4.3 ,193
AC Hotel Murcia,www.marriott.com/hotels/travel/mjvmu-ac-hotel-murcia/,"Avenida Juan Carlos I, 39, corner with C/Fernando Alonso Navarro,,Murcia,Murcia,30009,Spain,",+34-968-274 250,4.2 ,162
AC Hotel Zizur Mayor,www.marriott.com/hotels/travel/pnazi-ac-hotel-zizur-mayor/,"Etxesakan, 3 Zizur Mayor,Pamplona,Navarre,31180,Spain,",+34-948-287119,4.3 ,103
AC Hotel Malaga Palacio,www.marriott.com/hotels/travel/agpmg-ac-hotel-malaga-palacio/,"Cortina del Muelle, 1,Malaga,Malaga,29015,Spain,",+34-952-215 185,4.4 ,301
"AC Santo Mauro, Autograph Collection",www.marriott.com/hotels/travel/madma-ac-santo-mauro-autograph-collection/,"Zurbano 36,Madrid,Madrid,28010,Spain,",+34-91-3196900,4.6 ,90
"AC Palacio Del Retiro, Autograph Collection",www.marriott.com/hotels/travel/madre-ac-palacio-del-retiro-autograph-collection/,"Alfonso XII 14,Madrid,28014,Spain,",+34-91-5237460,4.4 ,134
Madrid Marriott Auditorium Hotel & Conference Center,www.marriott.com/hotels/travel/madad-madrid-marriott-auditorium-hotel-and-conference-center/,"Avenida de Aragon No 400,Madrid,28022,Spain,",+34-91-400-4400,4.6 ,246
Courtyard Madrid Princesa,www.marriott.com/hotels/travel/madcy-courtyard-madrid-princesa/,"Calle de la Princesa 40,Madrid,28008,Spain,",+34-915422100,3.4 ,224
AC Hotel Palencia,www.marriott.com/hotels/travel/vllpa-ac-hotel-palencia/,"Avda. de Cuba , 25,Palencia,Palencia,34004,Spain,",+34-979-165701,4.3 ,102
AC Hotel Los Vascos,www.marriott.com/hotels/travel/madva-ac-hotel-los-vascos/,"Los Vascos,27,Madrid,28040,Spain,",+34-91-5986220,4.3 ,119
AC Hotel Aitana,www.marriott.com/hotels/travel/madai-ac-hotel-aitana/,"Paseo de la Castellana 152,Madrid,28046,Spain,",+34-91-458-4970,4.5 ,152
AC Hotel Atocha,www.marriott.com/hotels/travel/madat-ac-hotel-atocha/,"C/ Delicias, 42,Madrid,Madrid,28045,Spain,",+34-91-5062221,4.3 ,300
AC Hotel Recoletos,www.marriott.com/hotels/travel/madrc-ac-hotel-recoletos/,"Calle Recoletos, 18,Madrid,Madrid,28001,Spain,",+34-91-4361382,4.5 ,167
AC Hotel Aravaca,www.marriott.com/hotels/travel/madac-ac-hotel-aravaca/,"Camino de la Zarzuela , 3,Madrid,Madrid,28023,Spain,",+34-91-7400680,3.7 ,132
AC Hotel Cuzco,www.marriott.com/hotels/travel/madcu-ac-hotel-cuzco/,"Paseo de la Castellana, 133,Madrid,Madrid,28046,Spain,",+34-91-5560600,4.3 ,253
Marriott's Club Son Antem,www.marriott.com/hotels/travel/pmimc-marriotts-club-son-antem/,"CTRA  MA 19 SALIDA 20,Llucmajor,07620,Spain,",+34-971-705200,,
AC Hotel Leon San Antonio,www.marriott.com/hotels/travel/lenac-ac-hotel-leon-san-antonio/,"Velazquez,10,Leon,Leon,24005,Spain,",+34-987-218444,4.2 ,132
AC Hotel Iberia Las Palmas,www.marriott.com/hotels/travel/lpaac-ac-hotel-iberia-las-palmas/,"Avenida Alcalde J Ramirez Bethencourt 8,Las Palmas de Gran Canaria,Las Palmas,35003,Spain,",+34-928-361133,4.2 ,233
AC Hotel Avenida de America,www.marriott.com/hotels/travel/madav-ac-hotel-avenida-de-america/,"Cartagena, 83-85,Madrid,Madrid,28028,Spain,",+34-91-7244240,4.2 ,192
AC Hotel Madrid Feria,www.marriott.com/hotels/travel/madfe-ac-hotel-madrid-feria/,"Via de los Poblados, 3,Madrid,Madrid,28033,Spain,",+34-91-3824781,4.3 ,218
AC Hotel Huelva,www.marriott.com/hotels/travel/hevhu-ac-hotel-huelva/,"Avda. Andalucia, s/n,Huelva,Huelva,21005,Spain,",+34-959-545200,4.0 ,84
AC Hotel Gran Canaria,www.marriott.com/hotels/travel/lpagr-ac-hotel-gran-canaria/,"Eduardo Benot, 3-5,Las Palmas de Gran Canaria,Las Palmas,35007,Spain,",+34-928-266 100,4.1 ,230
AC Hotel General Alava,www.marriott.com/hotels/travel/vitge-ac-hotel-general-alava/,"Avda. Gasteiz, 79,Vitoria,Alava,1009,Spain,",+34-945-21 50 00,3.9 ,114
AC Hotel Palau de Bellavista,www.marriott.com/hotels/travel/gropa-ac-hotel-palau-de-bellavista/,"Pujada Polvorins, 1,Gerona,Girona,17004,Spain,",+34-872-080670,4.4 ,133
AC Hotel Som,www.marriott.com/hotels/travel/bcnsm-ac-hotel-som/,"Arquitectura, 1-3,L'Hospitalet de Llobregat,Barcelona,08908,Spain,",+34-93-4458200,4.2 ,105
AC Hotel Gava Mar,www.marriott.com/hotels/travel/bcnga-ac-hotel-gava-mar/,"C/ dels Tellinaires, 33 - 35,Gava,Barcelona,08850,Spain,",+34-93-6451510,4.3 ,146
AC Hotel Palacio Universal,www.marriott.com/hotels/travel/vgopa-ac-hotel-palacio-universal/,"Canovas del Castillo, 28,Vigo,Pontevedra,36202,Spain,",+34-986-449250,4.3 ,104
AC Hotel Palacio de Santa Ana,www.marriott.com/hotels/travel/vllan-ac-hotel-palacio-de-santa-ana/,"Camino de la Flecha s/n,Valladolid,Valladolid,47197,Spain,",+34-983-409920,4.6 ,148
AC Hotel Lleida,www.marriott.com/hotels/travel/ildll-ac-hotel-lleida/,"Union 8,Lleida,Lleida,25002,Spain,",+34-973-283910,3.9 ,115
AC Hotel Sevilla Torneo,www.marriott.com/hotels/travel/svqto-ac-hotel-sevilla-torneo/,"Sanchez Pizjuan, 32,Seville,Seville,41009,Spain,",+34-954-915 923,4.4 ,153
AC Hotel Valencia,www.marriott.com/hotels/travel/vlcva-ac-hotel-valencia/,"Avda. de Francia, 67,Valencia,Valencia,46023,Spain,",+34-96-3317000,4.3 ,253
AC Hotel Tarragona,www.marriott.com/hotels/travel/reuta-ac-hotel-tarragona/,"Avda de Roma, 8,Tarragona,Tarragona,43005,Spain,",+34-977-247105,4.1 ,241
AC Hotel Sevilla Forum,www.marriott.com/hotels/travel/svqju-ac-hotel-sevilla-forum/,"Luis Fuentes Bejarano, 45,Seville,Seville,41020,Spain,",+34-954-260690,4.0 ,191
AC Hotel Ciudad de Tudela,www.marriott.com/hotels/travel/pnatu-ac-hotel-ciudad-de-tudela/,"Misericordia, s/n,Tudela,Navarre,31500,Spain,",+34-948-402440,4.6 ,56
AC Hotel Ciudad de Sevilla,www.marriott.com/hotels/travel/svqci-ac-hotel-ciudad-de-sevilla/,"AV Manuel Siurot 25,Seville,Seville,41013,Spain,",+34-954-230505,4.0 ,153
"AC Palacio De Santa Paula, Autograph Collection",www.marriott.com/hotels/travel/grxpa-ac-palacio-de-santa-paula-autograph-collection/,"Gran Via de Colon 31,Granada,18001,Spain,",+34-958-805740,4.5 ,170
Forest of Arden Marriott Hotel & Country Club,www.marriott.com/hotels/travel/cvtgs-forest-of-arden-marriott-hotel-and-country-club/,"Maxstoke Lane, Meriden,Birmingham,England,CV7 7HR,United Kingdom,",+44-1676-522-335,4.2 ,129
"AC Palacio del Carmen, Autograph Collection",www.marriott.com/hotels/travel/scqak-ac-palacio-del-carmen-autograph-collection/,"Oblatas, s/n,Santiago de Compostela,A Coruna,15703,Spain,",+34-981-552444,4.4 ,122
Birmingham Marriott Hotel,www.marriott.com/hotels/travel/bhxbh-birmingham-marriott-hotel/,"12 Hagley Road, Five Ways,Birmingham,England,B16 8SJ,United Kingdom,",+44-121-452 1144,4.1 ,134
Bexleyheath Marriott Hotel,www.marriott.com/hotels/travel/lonbh-bexleyheath-marriott-hotel/,"1 Broadway,Bexleyheath,England,DA6 7JZ,United Kingdom,",+44-20-8298-1000,4.2 ,167
Aberdeen Marriott Hotel,www.marriott.com/hotels/travel/abzap-aberdeen-marriott-hotel/,"Overton Circle-Dyce,Aberdeen,Scotland,AB21 7AZ,United Kingdom,",+44-1224-770011,4.4 ,93
Courtyard Aberdeen Airport,www.marriott.com/hotels/travel/abzcy-courtyard-aberdeen-airport/,"Argyll Way, Aberdeen Airport, Dyce,Aberdeen,Scotland,AB21 0AF,United Kingdom,",+44-1224-432 000,4.6 ,80
AC Hotel Birmingham,www.marriott.com/hotels/travel/bhxac-ac-hotel-birmingham/,"160 Wharfside Street, The Mailbox,Birmingham,B1 1RL,United Kingdom,",+44-121-643-9344,4.6 ,43
Renaissance Lucerne Hotel,www.marriott.com/hotels/travel/emlbr-renaissance-lucerne-hotel/,"Pilatusstrasse 15,Lucerne,6002,Switzerland,",+41-41-2268787,4.5 ,156
Zurich Marriott Hotel,www.marriott.com/hotels/travel/zrhdt-zurich-marriott-hotel/,"Neumuehlequai 42,Zurich,8006,Switzerland,",+41-44-360-7070,4.4 ,214
"Kameha Grand Zurich, Autograph Collection",www.marriott.com/hotels/travel/zrhak-kameha-grand-zurich-autograph-collection/,"Dufaux Strasse 1, Thurgauerstrasse 107,Zurich,8152,Switzerland,",+41-44-5255000,4.5 ,146
"The Hotel Lucerne, Autograph Collection",www.marriott.com/hotels/travel/emlak-the-hotel-lucerne-autograph-collection/,"Sempacherstrasse 14,Lucerne,6002,Switzerland,",+41-41-226 86 86,4.6 ,70
Karachi Marriott Hotel,www.marriott.com/hotels/travel/khipk-karachi-marriott-hotel/,"9 Abdullah Haroon Road,Karachi,10444,Pakistan,",+92-21-35680111,3.9 ,48
Courtyard Basel,www.marriott.com/hotels/travel/bslcy-courtyard-basel/,"Hardstrasse 55,Basel,4133,Switzerland,",+41-61-827 17 17,4.2 ,157
"Marriott Executive Apartments Manama, Bahrain",www.marriott.com/hotels/travel/baher-marriott-executive-apartments-manama-bahrain/,"Building 864, Road 2414, Block 324, Al Fateh,Manama,76151,Bahrain,",+973-17-363999,4.5 ,109
Islamabad Marriott Hotel,www.marriott.com/hotels/travel/isbpk-islamabad-marriott-hotel/,"Aga Khan Road, Shalimar 5-PO Box1251,Islamabad,44000,Pakistan,",+92-51-2826121,4.5 ,39
Residence Inn Manama Juffair,www.marriott.com/hotels/travel/bahri-residence-inn-manama-juffair/,"Building 894, Road 2408, Block 324, Al Fateh,Manama,76151,Bahrain,",+973-17-362900,4.6 ,106
Courtyard Zurich North,www.marriott.com/hotels/travel/zrhcy-courtyard-zurich-north/,"Max-Bill-Platz 19,Zurich,8050,Switzerland,",+41-44-564 04 04,4.4 ,98
York Marriott Hotel,www.marriott.com/hotels/travel/qqyyk-york-marriott-hotel/,"Tadcaster Road,York,YO24 1QQ,United Kingdom,",+44-1904-701000,4.2 ,128
